Order_ID,User_ID,Dish_ID,Dish_Name,Ingredients_List,Dish_Rating,Order_Date,Quantity,Order_Price,Delivery_Location,User_Age,User_Gender,User_Preferences,Month,Season,Vendor_ID
132,121,1043,Mutton Keema,Minced Mutton,2.6,2024-07-02,2,181,Korba,47,Female,Non-Vegetarian,Jul,Summer,V3
124,101,1075,Matar Paneer,"Paneer, Peas, Tomatoes",4.9,2024-09-04,3,79,Bhopal,40,Male,Vegetarian,Sep,Winter,V2
12,141,1294,Rajma Chawal,"Kidney Beans, Rice",1.4,2024-08-21,1,177,Muzaffarpur,23,Male,Vegetarian,Aug,Monsoon,V4
178,136,1262,Masoor Dal,"Red Lentils, Tomatoes",4.0,2024-01-26,1,195,Serampore,31,Male,Vegetarian,Jan,Winter,V8
176,144,1371,Roti,"Wheat Flour, Water, Ghee",4.2,2024-06-05,2,112,Bhilwara,36,Female,Vegetarian,Jun,Monsoon,V6
173,122,1425,Pulao,"Basmati Rice, Mixed Vegetables",1.1,2024-01-24,4,186,Muzaffarnagar,45,Female,Vegetarian,Jan,Winter,V3
151,127,1233,Rajma Chawal,"Kidney Beans, Rice",4.1,2024-07-10,4,77,Katni,34,Male,Vegetarian,Jul,Summer,V6
95,121,1205,Haldi Ki Sabzi,"Turmeric Root, Yogurt",3.5,2024-05-03,3,113,Parbhani,47,Female,Vegetarian,May,Monsoon,V5
186,115,1305,Chawal,"Rice, Water",2.2,2024-05-04,2,104,Proddatur,20,Male,Vegetarian,May,Summer,V5
197,133,1021,Chawal,"Rice, Water",4.2,2024-06-22,5,69,Kavali,44,Male,Vegetarian,Jun,Summer,V2
13,135,1156,Biryani,"Basmati Rice, Chicken or Vegetables",3.3,2024-01-02,5,129,Katihar,49,Male,Non-Vegetarian,Jan,Monsoon,V8
190,133,1336,Dosa,"Rice, Urad Dal, Potatoes",1.8,2024-08-31,2,137,Narasaraopet,40,Male,Vegetarian,Aug,Monsoon,V1
116,116,1077,Idli,"Rice, Urad Dal, Fenugreek Seeds",1.8,2024-09-04,2,190,Sasaram,21,Male,Vegetarian,Sep,Winter,V1
120,104,1363,Fish Fry,Fish,3.6,2024-05-08,5,56,Medininagar,27,Male,Non-Vegetarian,May,Summer,V1
156,148,1190,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.8,2024-07-08,5,195,Mehsana,48,Male,Vegetarian,Jul,Monsoon,V1
70,128,1005,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.7,2024-07-24,3,55,Jalna ,31,Male,Vegetarian,Jul,Summer,V8
128,146,1209,Kadhi,"Gram Flour, Yogurt",1.0,2024-06-09,2,193,Gaya,29,Male,Vegetarian,Jun,Winter,V10
85,130,1019,Chawal,"Rice, Water",4.4,2024-04-29,1,139,Sultan Pur Majra,48,Male,Vegetarian,Apr,Monsoon,V4
87,146,1071,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",1.2,2024-04-29,1,159,Surendranagar Dudhrej,44,Female,Vegetarian,Apr,Monsoon,V2
124,101,1075,Matar Paneer,"Paneer, Peas, Tomatoes",4.9,2024-09-04,3,79,Bhopal,40,Male,Vegetarian,Sep,Winter,V2
60,124,1264,Pulao,"Basmati Rice, Mixed Vegetables",2.5,2024-01-30,3,139,Tinsukia,31,Female,Vegetarian,Jan,Monsoon,V3
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
189,116,1077,Palak Paneer,"Spinach, Paneer, Tomatoes",1.8,2024-07-15,1,72,Jehanabad,24,Female,Vegetarian,Jul,Monsoon,V7
94,108,1259,Chawal,"Rice, Water",1.4,2024-04-29,1,57,Mahbubnagar,34,Female,Vegetarian,Apr,Monsoon,V4
190,133,1336,Dosa,"Rice, Urad Dal, Potatoes",1.8,2024-08-31,2,137,Narasaraopet,40,Male,Vegetarian,Aug,Monsoon,V1
137,141,1078,Fish Fry,Fish,3.7,2024-08-21,3,112,Nagercoil,35,Male,Non-Vegetarian,Aug,Summer,V5
168,135,1469,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-01-24,1,176,Davanagere,39,Male,Vegetarian,Jan,Winter,V10
98,144,1159,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",2.8,2024-05-30,3,98,Nagaon,44,Male,Vegetarian,May,Summer,V8
152,147,1309,Biryani,"Basmati Rice, Chicken or Vegetables",2.9,2024-02-01,2,59,Chennai,26,Female,Non-Vegetarian,Feb,Summer,V9
46,130,1309,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.9,2024-02-11,3,68,Naihati,44,Male,Vegetarian,Feb,Summer,V7
164,124,1176,Palak Paneer,"Spinach, Paneer, Tomatoes",3.9,2024-09-17,4,56,Kamarhati,48,Female,Vegetarian,Sep,Summer,V5
56,113,1244,Masoor Dal,"Red Lentils, Tomatoes",4.2,2024-02-19,4,129,Gurgaon,37,Female,Vegetarian,Feb,Summer,V2
183,135,1425,Aloo Gobi,"Potatoes, Cauliflower",1.5,2024-03-16,1,161,Bellary,24,Male,Vegetarian,Mar,Summer,V4
187,133,1025,Haldi Ki Sabzi,"Turmeric Root, Yogurt",4.2,2024-03-28,2,117,Ujjain,44,Female,Vegetarian,Mar,Summer,V7
168,135,1469,Sabudana Khichdi,"Sabugal, Peanuts, Potatoes",2.8,2024-01-24,1,176,Davanagere,39,Male,Vegetarian,Jan,Winter,V10
123,120,1442,Dosa,"Rice, Urad Dal, Potatoes",3.3,2024-04-28,5,81,Jamshedpur,25,Female,Vegetarian,Apr,Monsoon,V6
164,124,1176,Palak Paneer,"Spinach, Paneer, Tomatoes",3.9,2024-09-17,4,56,Kamarhati,48,Female,Vegetarian,Sep,Summer,V5
104,121,1146,Haldi Ki Sabzi,"Turmeric Root, Yogurt",4.6,2024-01-21,4,66,Sambhal,48,Male,Vegetarian,Jan,Summer,V5
123,120,1442,Dosa,"Rice, Urad Dal, Potatoes",3.3,2024-04-28,5,81,Jamshedpur,25,Female,Vegetarian,Apr,Monsoon,V6
147,130,1228,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",1.1,2024-03-08,1,157,Phusro,31,Male,Vegetarian,Mar,Winter,V3
144,123,1397,Idli,"Rice, Urad Dal, Fenugreek Seeds",1.1,2024-03-08,2,148,New Delhi,28,Male,Vegetarian,Mar,Summer,V4
197,133,1021,Chawal,"Rice, Water",4.2,2024-06-22,5,69,Kavali,44,Male,Vegetarian,Jun,Summer,V2
136,112,1133,Masoor Dal,"Red Lentils, Tomatoes",1.1,2024-01-24,5,85,Bhubaneswar,28,Female,Vegetarian,Jan,Summer,V8
79,111,1305,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",4.1,2024-01-04,1,65,Naihati,38,Male,Vegetarian,Jan,Monsoon,V2
171,148,1328,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-04-14,1,166,Ghaziabad,21,Female,Vegetarian,Apr,Winter,V4
120,104,1363,Fish Fry,Fish,3.6,2024-05-08,5,56,Medininagar,27,Male,Non-Vegetarian,May,Summer,V1
33,138,1137,Matar Paneer,"Paneer, Peas, Tomatoes",4.8,2024-07-26,2,50,Thrissur,45,Female,Vegetarian,Jul,Monsoon,V9
77,133,1025,Fish Fry,Fish,3.7,2024-03-13,1,120,Kolhapur,36,Female,Non-Vegetarian,Mar,Summer,V1
60,124,1264,Pulao,"Basmati Rice, Mixed Vegetables",2.5,2024-01-30,3,139,Tinsukia,31,Female,Vegetarian,Jan,Monsoon,V3
17,136,1262,Roti,"Wheat Flour, Water, Ghee",1.8,2024-06-05,1,68,Tirunelveli,31,Male,Vegetarian,Jun,Monsoon,V6
124,101,1075,Matar Paneer,"Paneer, Peas, Tomatoes",4.9,2024-09-04,3,79,Bhopal,40,Male,Vegetarian,Sep,Winter,V2
128,146,1209,Kadhi,"Gram Flour, Yogurt",1.0,2024-06-09,2,193,Gaya,29,Male,Vegetarian,Jun,Winter,V10
60,124,1264,Pulao,"Basmati Rice, Mixed Vegetables",2.5,2024-01-30,3,139,Tinsukia,31,Female,Vegetarian,Jan,Monsoon,V3
78,132,1063,Fish Fry,Fish,3.8,2024-03-13,2,120,Kolhapur,36,Female,Non-Vegetarian,Mar,Summer,V1
185,125,1153,Roti,"Wheat Flour, Water, Ghee",4.3,2024-02-28,1,126,Panihati,36,Female,Vegetarian,Feb,Monsoon,V5
82,142,1044,Aloo Gobi,"Potatoes, Cauliflower",4.7,2024-03-28,2,125,Korba,43,Female,Vegetarian,Mar,Monsoon,V10
55,130,1258,Masoor Dal,"Red Lentils, Tomatoes",3.1,2024-09-09,4,93,Aurangabad,24,Female,Vegetarian,Sep,Monsoon,V1
179,136,1262,Masoor Dal,"Red Lentils, Tomatoes",4.0,2024-01-26,1,195,Serampore,31,Male,Vegetarian,Jan,Winter,V8
17,136,1262,Roti,"Wheat Flour, Water, Ghee",1.8,2024-06-05,1,68,Tiruppur,49,Male,Vegetarian,Jun,Summer,V2
77,135,1069,Thepla,"Wheat Flour, Fenugreek Leaves",1.8,2024-07-31,1,195,Bhatpara,32,Female,Vegetarian,Jul,Winter,V4
71,125,1480,Roti,"Wheat Flour, Water, Ghee",2.2,2024-07-20,2,84,Khora ,32,Male,Vegetarian,Jul,Monsoon,V4
177,146,1329,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-04-14,1,166,Gurgaon,38,Female,Vegetarian,Apr,Summer,V2
161,115,1343,Masoor Dal,"Red Lentils, Tomatoes",1.5,2024-07-11,4,75,Bongaigaon,29,Male,Vegetarian,Jul,Monsoon,V7
105,101,1487,Biryani,"Basmati Rice, Chicken or Vegetables",3.8,2024-01-03,3,74,Hazaribagh,25,Male,Non-Vegetarian,Jan,Summer,V2
69,139,1368,Biryani,"Basmati Rice, Chicken or Vegetables",1.6,2024-07-08,2,174,Bidhannagar,34,Female,Non-Vegetarian,Jul,Summer,V1
183,135,1425,Aloo Gobi,"Potatoes, Cauliflower",1.5,2024-03-16,1,161,Bellary,24,Male,Vegetarian,Mar,Summer,V4
65,100,1417,Thepla,"Wheat Flour, Fenugreek Leaves",1.9,2024-07-01,1,90,Amritsar,45,Male,Vegetarian,Jul,Monsoon,V7
118,146,1269,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",3.6,2024-07-28,3,81,Jamshedpur,47,Male,Vegetarian,Jul,Summer,V2
62,144,1409,Dosa,"Rice, Urad Dal, Potatoes",3.0,2024-03-14,2,176,Jhansi,43,Male,Vegetarian,Mar,Summer,V4
102,133,1254,Chicken Curry,"Chicken, Tomatoes",1.7,2024-03-12,5,192,Gorakhpur,40,Female,Non-Vegetarian,Mar,Summer,V8
59,142,1071,Biryani,"Basmati Rice, Chicken or Vegetables",4.3,2024-07-23,5,101,Ghaziabad,27,Female,Non-Vegetarian,Jul,Winter,V8
120,104,1363,Fish Fry,Fish,3.6,2024-05-08,5,56,Medininagar,27,Male,Non-Vegetarian,May,Summer,V1
123,120,1442,Dosa,"Rice, Urad Dal, Potatoes",3.3,2024-04-28,5,81,Jamshedpur,25,Female,Vegetarian,Apr,Monsoon,V6
139,140,1413,Chawal,"Rice, Water",2.7,2024-07-22,5,175,Katihar,31,Male,Vegetarian,Jul,Monsoon,V1
68,125,1413,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.6,2024-07-13,1,81,Chandrapur,40,Male,Vegetarian,Jul,Monsoon,V3
156,148,1190,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.8,2024-07-08,5,195,Mehsana,48,Male,Vegetarian,Jul,Monsoon,V1
31,103,1327,Korma,"Meat or Vegetables, Yogurt",3.4,2024-05-23,3,199,Cuttack,30,Male,Non-Vegetarian,May,Monsoon,V5
108,114,1182,Masoor Dal,"Red Lentils, Tomatoes",3.4,2024-02-12,5,73,Rajkot,39,Female,Vegetarian,Feb,Monsoon,V10
151,127,1233,Rajma Chawal,"Kidney Beans, Rice",4.1,2024-07-10,4,77,Katni,34,Male,Vegetarian,Jul,Summer,V6
152,147,1309,Biryani,"Basmati Rice, Chicken or Vegetables",2.9,2024-02-01,2,59,Chennai,26,Female,Non-Vegetarian,Feb,Summer,V9
134,149,1083,Roti,"Wheat Flour, Water, Ghee",4.5,2024-03-21,5,119,Hosur,20,Male,Vegetarian,Mar,Summer,V10
189,116,1077,Palak Paneer,"Spinach, Paneer, Tomatoes",1.8,2024-07-15,1,72,Jehanabad,24,Female,Vegetarian,Jul,Monsoon,V7
111,145,1229,Haldi Ki Sabzi,"Turmeric Root, Yogurt",2.7,2024-02-08,5,56,Nanded,37,Male,Vegetarian,Feb,Summer,V6
159,103,1380,Aloo Gobi,"Potatoes, Cauliflower",3.3,2024-08-22,1,187,Thiruvananthapuram,40,Male,Vegetarian,Aug,Monsoon,V9
174,102,1114,Chicken Curry,"Chicken, Tomatoes",1.7,2024-09-07,5,67,Fatehpur,27,Male,Non-Vegetarian,Sep,Monsoon,V9
176,144,1371,Roti,"Wheat Flour, Water, Ghee",4.2,2024-06-05,2,112,Bhilwara,36,Female,Vegetarian,Jun,Monsoon,V6
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
169,130,1321,Masoor Dal,"Red Lentils, Tomatoes",2.1,2024-05-12,3,127,Muzaffarpur,40,Female,Vegetarian,May,Summer,V6
88,138,1382,Aloo Gobi,"Potatoes, Cauliflower",1.5,2024-06-13,1,186,Thoothukudi,40,Female,Vegetarian,Jun,Monsoon,V9
59,142,1071,Biryani,"Basmati Rice, Chicken or Vegetables",4.3,2024-07-23,5,101,Ghaziabad,27,Female,Non-Vegetarian,Jul,Winter,V8
177,146,1329,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-04-14,1,166,Ghaziabad,21,Female,Vegetarian,Apr,Winter,V4
32,121,1455,Egg Curry,"Eggs, Tomatoes",2.2,2024-06-30,1,123,Chennai,36,Female,Non-Vegetarian,Jun,Winter,V4
142,119,1047,Chawal,"Rice, Water",2.9,2024-04-13,4,79,Sangli-Mercury,44,Male,Vegetarian,Apr,Monsoon,V2
119,123,1074,Haldi Ki Sabzi,"Turmeric Root, Yogurt",1.3,2024-08-29,2,83,Tadepalligudem,47,Female,Vegetarian,Aug,Summer,V3
125,125,1028,Haldi Ki Sabzi,"Turmeric Root, Yogurt",2.2,2024-02-15,2,160,Delhi,49,Female,Vegetarian,Feb,Monsoon,V3
198,129,1486,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-05-03,2,74,Belgaum,47,Female,Vegetarian,May,Summer,V7
35,115,1165,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",2.0,2024-04-21,4,170,Mehsana,27,Female,Vegetarian,Apr,Monsoon,V10
29,139,1470,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",2.9,2024-07-19,4,166,Patna,42,Female,Vegetarian,Jul,Monsoon,V9
8,122,1395,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.0,2024-06-19,2,118,Gangtok,46,Male,Vegetarian,Jun,Monsoon,V2
194,116,1354,Idli,"Rice, Urad Dal, Fenugreek Seeds",4.0,2024-09-19,2,143,Pimpri-Chinchwad,28,Female,Vegetarian,Sep,Winter,V3
133,118,1425,Biryani,"Basmati Rice, Chicken or Vegetables",3.3,2024-01-02,5,118,Katihar,49,Male,Non-Vegetarian,Jan,Monsoon,V8
158,143,1229,Rajma Chawal,"Kidney Beans, Rice",4.1,2024-03-10,1,154,Aurangabad,24,Female,Vegetarian,Mar,Winter,V7
3,106,1337,Thepla,"Wheat Flour, Fenugreek Leaves",4.4,2024-03-02,3,98,Bettiah,38,Female,Vegetarian,Mar,Monsoon,V3
110,103,1355,Chawal,"Rice, Water",4.3,2024-01-08,4,193,Proddatur,37,Female,Vegetarian,Jan,Monsoon,V2
26,128,1364,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.8,2024-04-06,2,116,Katni,29,Male,Vegetarian,Apr,Monsoon,V6
92,133,1356,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-07-29,4,193,Mau,30,Female,Vegetarian,Jul,Monsoon,V5
46,130,1309,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.9,2024-02-11,3,68,Naihati,44,Male,Vegetarian,Feb,Summer,V7
148,117,1176,Masoor Dal,"Red Lentils, Tomatoes",3.7,2024-02-08,1,103,Chandigarh,28,Male,Vegetarian,Feb,Monsoon,V1
57,130,1196,Egg Curry,"Eggs, Tomatoes",2.3,2024-02-24,4,73,Junagadh,48,Male,Non-Vegetarian,Feb,Summer,V10
4,123,1291,Chawal,"Rice, Water",2.6,2024-04-23,2,197,Eluru,28,Female,Vegetarian,Apr,Monsoon,V6
170,102,1227,Aloo Gobi,"Potatoes, Cauliflower",2.3,2024-09-03,3,97,Berhampur,36,Female,Vegetarian,Sep,Monsoon,V2
140,105,1137,Mutton Keema,Minced Mutton,3.4,2024-04-07,2,156,Maheshtala,25,Female,Non-Vegetarian,Apr,Monsoon,V4
197,133,1021,Chawal,"Rice, Water",4.2,2024-06-22,5,69,Kavali,44,Male,Vegetarian,Jun,Summer,V2
108,114,1182,Masoor Dal,"Red Lentils, Tomatoes",3.4,2024-02-12,5,73,Rajkot,39,Female,Vegetarian,Feb,Monsoon,V10
118,146,1269,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",3.6,2024-07-28,3,81,Jamshedpur,47,Male,Vegetarian,Jul,Summer,V2
153,127,1424,Korma,"Meat or Vegetables, Yogurt",2.7,2024-04-06,1,90,Bijapur,29,Female,Non-Vegetarian,Apr,Winter,V2
165,118,1350,Pulao,"Basmati Rice, Mixed Vegetables",2.7,2024-07-06,2,118,Hapur,21,Female,Vegetarian,Jul,Winter,V7
145,115,1373,Matar Paneer,"Paneer, Peas, Tomatoes",4.0,2024-05-10,3,110,Thrissur,42,Male,Vegetarian,May,Winter,V3
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
65,100,1417,Thepla,"Wheat Flour, Fenugreek Leaves",1.9,2024-07-01,1,90,Amritsar,45,Male,Vegetarian,Jul,Monsoon,V7
177,146,1329,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-04-14,1,166,Ghaziabad,21,Female,Vegetarian,Apr,Winter,V4
147,130,1228,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",1.1,2024-03-08,1,157,Phusro,31,Male,Vegetarian,Mar,Winter,V3
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
84,140,1221,Korma,"Meat or Vegetables, Yogurt",4.7,2024-07-20,5,143,Malda,48,Male,Non-Vegetarian,Jul,Monsoon,V10
197,133,1021,Chawal,"Rice, Water",4.2,2024-06-22,5,69,Kavali,44,Male,Vegetarian,Jun,Summer,V2
82,142,1044,Aloo Gobi,"Potatoes, Cauliflower",4.7,2024-03-28,2,125,Korba,43,Female,Vegetarian,Mar,Monsoon,V10
91,121,1205,Mutton Keema,Minced Mutton,1.2,2024-02-21,2,140,Chapra,37,Female,Non-Vegetarian,Feb,Summer,V7
1,106,1112,Dosa,"Rice, Urad Dal, Potatoes",3.2,2024-07-09,5,130,Kozhikode,30,Male,Vegetarian,Jul,Monsoon,V2
9,127,1363,Palak Paneer,"Spinach, Paneer, Tomatoes",4.1,2024-02-06,2,180,Bhusawal,31,Female,Vegetarian,Feb,Monsoon,V2
106,127,1335,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.5,2024-03-21,1,71,Alwar,38,Female,Vegetarian,Mar,Winter,V8
97,126,1375,Thepla,"Wheat Flour, Fenugreek Leaves",2.9,2024-07-30,4,193,Sagar,29,Male,Vegetarian,Jul,Winter,V4
117,114,1414,Thepla,"Wheat Flour, Fenugreek Leaves",2.7,2024-03-04,4,146,Aurangabad,26,Female,Vegetarian,Mar,Winter,V1
15,135,1376,Biryani,"Basmati Rice, Chicken or Vegetables",1.1,2024-03-17,2,165,Rewa,25,Female,Non-Vegetarian,Mar,Monsoon,V2
175,100,1471,Haldi Ki Sabzi,"Turmeric Root, Yogurt",3.5,2024-03-29,1,111,Sonipat,38,Male,Vegetarian,Mar,Winter,V4
20,138,1311,Roti,"Wheat Flour, Water, Ghee",4.6,2024-01-14,3,52,Imphal,48,Female,Vegetarian,Jan,Winter,V7
4,123,1291,Chawal,"Rice, Water",2.6,2024-04-23,2,197,Eluru,28,Female,Vegetarian,Apr,Monsoon,V6
163,115,1282,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",1.4,2024-08-18,3,136,Bongaigaon,43,Male,Vegetarian,Aug,Summer,V4
67,123,1379,Dal Tadka,"Yellow Lentils, Tomatoes",2.8,2024-02-18,1,197,Meerut,24,Female,Vegetarian,Feb,Monsoon,V3
72,109,1465,Matar Paneer,"Paneer, Peas, Tomatoes",1.1,2024-07-04,3,135,Amroha,22,Male,Vegetarian,Jul,Winter,V1
8,122,1395,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.0,2024-06-19,2,118,Gangtok,46,Male,Vegetarian,Jun,Monsoon,V2
171,144,1371,Roti,"Wheat Flour, Water, Ghee",4.2,2024-06-05,2,112,Bhilwara,36,Female,Vegetarian,Jun,Monsoon,V6
163,115,1282,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",1.4,2024-08-18,3,136,Bongaigaon,43,Male,Vegetarian,Aug,Summer,V4
23,128,1458,Dal Tadka,"Yellow Lentils, Tomatoes",4.4,2024-03-21,1,116,Baranagar,35,Male,Vegetarian,Mar,Summer,V5
164,124,1176,Palak Paneer,"Spinach, Paneer, Tomatoes",3.9,2024-09-17,4,56,Kamarhati,48,Female,Vegetarian,Sep,Summer,V5
16,138,1299,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.8,2024-06-11,3,122,Srinivaspur,25,Male,Vegetarian,Jun,Winter,V7
133,118,1425,Biryani,"Basmati Rice, Chicken or Vegetables",3.3,2024-01-02,5,118,Katihar,49,Male,Non-Vegetarian,Jan,Monsoon,V8
15,135,1376,Biryani,"Basmati Rice, Chicken or Vegetables",1.1,2024-03-17,2,165,Rewa,25,Female,Non-Vegetarian,Mar,Monsoon,V2
50,139,1275,Fish Fry,Fish,3.1,2024-04-03,1,132,New Delhi,44,Male,Non-Vegetarian,Apr,Summer,V3
193,115,1156,Fish Fry,Fish,2.0,2024-05-07,1,156,Jammu,41,Male,Non-Vegetarian,May,Monsoon,V1
81,123,1191,Rajma Chawal,"Kidney Beans, Rice",3.6,2024-03-17,5,129,Patna,39,Female,Vegetarian,Mar,Summer,V2
68,125,1413,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.6,2024-07-13,1,81,Chandrapur,40,Male,Vegetarian,Jul,Monsoon,V3
157,106,1178,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",3.0,2024-03-16,4,128,Gorakhpur,48,Male,Vegetarian,Mar,Summer,V9
197,133,1021,Chawal,"Rice, Water",4.2,2024-06-22,5,69,Kavali,44,Male,Vegetarian,Jun,Summer,V2
182,119,1088,Haldi Ki Sabzi,"Turmeric Root, Yogurt",2.8,2024-06-11,3,93,Udaipur,40,Female,Vegetarian,Jun,Summer,V9
170,102,1227,Aloo Gobi,"Potatoes, Cauliflower",2.3,2024-09-03,3,97,Berhampur,36,Female,Vegetarian,Sep,Monsoon,V2
192,105,1389,Chicken Curry,"Chicken, Tomatoes",1.9,2024-06-27,5,160,Motihari,43,Female,Non-Vegetarian,Jun,Winter,V1
39,100,1334,Kadhi,"Gram Flour, Yogurt",4.1,2024-05-29,5,139,Sultan Pur Majra,21,Female,Vegetarian,May,Monsoon,V9
130,134,1158,Dal Tadka,"Yellow Lentils, Tomatoes",2.9,2024-08-06,3,88,Bijapur,24,Male,Vegetarian,Aug,Winter,V2
120,104,1363,Fish Fry,Fish,3.6,2024-05-08,5,56,Medininagar,27,Male,Non-Vegetarian,May,Summer,V1
170,102,1227,Aloo Gobi,"Potatoes, Cauliflower",2.3,2024-09-03,3,97,Berhampur,36,Female,Vegetarian,Sep,Monsoon,V2
81,123,1191,Rajma Chawal,"Kidney Beans, Rice",3.6,2024-03-17,5,129,Patna,39,Female,Vegetarian,Mar,Summer,V2
171,127,1024,Thepla,"Wheat Flour, Fenugreek Leaves",1.9,2024-07-31,2,199,Amreli,41,Male,Vegetarian,Jul,Monsoon,V3
15,135,1376,Biryani,"Basmati Rice, Chicken or Vegets",1.1,2024-03-17,2,165,Rewa,25,Female,Non-Vegetarian,Mar,Monsoon,V2
136,112,1133,Masoor Dal,"Red Lentils, Tomatoes",1.1,2024-01-24,5,85,Bhubaneswar,28,Female,Vegetarian,Jan,Summer,V8
97,126,1375,Thepla,"Wheat Flour, Fenugreek Leaves",2.9,2024-07-30,4,193,Sagar,29,Male,Vegetarian,Jul,Winter,V4
132,121,1043,Mutton Keema,Minced Mutton,2.6,2024-07-02,2,181,Korba,47,Female,Non-Vegetarian,Jul,Summer,V3
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
100,131,1244,Aloo Gobi,"Potatoes, Cauliflower",3.5,2024-06-29,2,166,Maheshtala,28,Female,Vegetarian,Jun,Monsoon,V5
159,103,1380,Aloo Gobi,"Potatoes, Cauliflower",3.3,2024-08-22,1,187,Thiruvananthapuram,40,Male,Vegetarian,Aug,Monsoon,V9
108,114,1182,Masoor Dal,"Red Lentils, Tomatoes",3.4,2024-02-12,5,73,Rajkot,39,Female,Vegetarian,Feb,Monsoon,V10
92,133,1356,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-07-29,4,193,Mau,30,Female,Vegetarian,Jul,Monsoon,V5
61,119,1218,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",2.0,2024-03-05,4,111,Raiganj,20,Male,Vegetarian,Mar,Summer,V10
109,137,1287,Kadhi,"Gram Flour, Yogurt",1.3,2024-03-20,4,155,Ambattur,28,Female,Vegetarian,Mar,Summer,V9
76,111,1432,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",3.1,2024-01-09,3,113,Siwan,42,Male,Vegetarian,Jan,Summer,V1
99,106,1356,Masoor Dal,"Red Lentils, Tomatoes",2.1,2024-02-20,3,99,Pune,28,Female,Vegetarian,Feb,Monsoon,V4
162,145,1296,Palak Paneer,"Spinach, Paneer, Tomatoes",1.5,2024-07-26,5,143,Karimnagar,36,Male,Vegetarian,Jul,Monsoon,V6
8,122,1395,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.0,2024-06-19,2,118,Gangtok,46,Male,Vegetarian,Jun,Monsoon,V2
12,141,1294,Rajma Chawal,"Kidney Beans, Rice",1.4,2024-08-21,1,177,Muzaffarpur,23,Male,Vegetarian,Aug,Monsoon,V4
161,115,1343,Masoor Dal,"Red Lentils, Tomatoes",1.5,2024-07-11,4,75,Bongaigaon,29,Male,Vegetarian,Jul,Monsoon,V7
111,145,1229,Haldi Ki Sabzi,"Turmeric Root, Yogurt",2.7,2024-02-08,5,56,Nanded,37,Male,Vegetarian,Feb,Summer,V6
164,124,1176,Palak Paneer,"Spinach, Paneer, Tomatoes",3.9,2024-09-17,4,56,Kamarhati,48,Female,Vegetarian,Sep,Summer,V5
193,115,1156,Fish Fry,Fish,2.0,2024-05-07,1,156,Jammu,41,Male,Non-Vegetarian,May,Monsoon,V1
